"","crashYear","crashSever","regname","regid","taname","taid","crashcnt"
"1355",2022,"Serious Crash","Wellington Region","09","Masterton District","048",12
"1356",2022,"Serious Crash","Wellington Region","09","Porirua City","044",11
"1357",2022,"Serious Crash","Wellington Region","09","South Wairarapa District","050",9
"1358",2022,"Serious Crash","Wellington Region","09","Upper Hutt City","045",8
"1359",2022,"Serious Crash","Wellington Region","09","Wellington City","047",46
"1360",2022,"Serious Crash","West Coast Region","12","Buller District","055",9
"1361",2022,"Serious Crash","West Coast Region","12","Grey District","056",4
"1362",2022,"Serious Crash","West Coast Region","12","Westland District","057",5
"1363",2023,"Fatal Crash","Auckland Region","02","Auckland","076",11
"1364",2023,"Fatal Crash","Bay of Plenty Region","04","Tauranga City","023",1
"1365",2023,"Fatal Crash","Bay of Plenty Region","04","Western Bay of Plenty District","022",3
"1366",2023,"Fatal Crash","Bay of Plenty Region","04","Ōpōtiki District","027",2
"1367",2023,"Fatal Crash","Canterbury Region","13","Ashburton District","063",1
"1368",2023,"Fatal Crash","Canterbury Region","13","Christchurch City","060",1
"1369",2023,"Fatal Crash","Canterbury Region","13","Hurunui District","058",2
"1370",2023,"Fatal Crash","Canterbury Region","13","Timaru District","064",2
"1371",2023,"Fatal Crash","Canterbury Region","13","Waimakariri District","059",1
"1372",2023,"Fatal Crash","Canterbury Region","13","Waitaki District","068",1
"1373",2023,"Fatal Crash","Hawke's Bay Region","06","Central Hawke's Bay District","032",2
"1374",2023,"Fatal Crash","Hawke's Bay Region","06","Hastings District","030",1
"1375",2023,"Fatal Crash","Manawatū-Whanganui Region","08","Horowhenua District","042",1
"1376",2023,"Fatal Crash","Manawatū-Whanganui Region","08","Manawatu District","039",3
"1377",2023,"Fatal Crash","Manawatū-Whanganui Region","08","Palmerston North City","040",1
"1378",2023,"Fatal Crash","Manawatū-Whanganui Region","08","Rangitikei District","038",2
"1379",2023,"Fatal Crash","Manawatū-Whanganui Region","08","Ruapehu District","036",3
"1380",2023,"Fatal Crash","Manawatū-Whanganui Region","08","Tararua District","041",1
"1381",2023,"Fatal Crash","Nelson Region","17","Nelson City","052",1
"1382",2023,"Fatal Crash","Northland Region","01","Far North District","001",6
"1383",2023,"Fatal Crash","Northland Region","01","Kaipara District","003",3
"1384",2023,"Fatal Crash","Northland Region","01","Whangarei District","002",2
"1385",2023,"Fatal Crash","Otago Region","14","Clutha District","072",1
"1386",2023,"Fatal Crash","Otago Region","14","Dunedin City","071",3
"1387",2023,"Fatal Crash","Southland Region","15","Gore District","074",1
"1388",2023,"Fatal Crash","Southland Region","15","Southland District","073",5
"1389",2023,"Fatal Crash","Taranaki Region","07","New Plymouth District","033",1
"1390",2023,"Fatal Crash","Taranaki Region","07","South Taranaki District","035",1
"1391",2023,"Fatal Crash","Tasman Region","16","Tasman District","051",2
"1392",2023,"Fatal Crash","Waikato Region","03","Hamilton City","016",2
"1393",2023,"Fatal Crash","Waikato Region","03","Hauraki District","012",2
"1394",2023,"Fatal Crash","Waikato Region","03","Matamata-Piako District","015",1
"1395",2023,"Fatal Crash","Waikato Region","03","South Waikato District","019",2
"1396",2023,"Fatal Crash","Waikato Region","03","Waikato District","013",9
"1397",2023,"Fatal Crash","Waikato Region","03","Waipa District","017",2
"1398",2023,"Fatal Crash","Waikato Region","03","Waitomo District","020",3
"1399",2023,"Fatal Crash","Wellington Region","09","Carterton District","049",1
