"","crashYear","crashSever","regname","regid","taname","taid","crashcnt"
"605",2020,"Fatal Crash","Wellington Region","09","Wellington City","047",4
"606",2020,"Fatal Crash","West Coast Region","12","Grey District","056",1
"607",2020,"Fatal Crash","West Coast Region","12","Westland District","057",1
"608",2020,"Minor Crash","Area Outside Region","99","Chatham Islands Territory","067",1
"609",2020,"Minor Crash","Auckland Region","02","Auckland","076",1482
"610",2020,"Minor Crash","Bay of Plenty Region","04","Kawerau District","026",2
"611",2020,"Minor Crash","Bay of Plenty Region","04","Rotorua District","024",75
"612",2020,"Minor Crash","Bay of Plenty Region","04","Taupo District","021",3
"613",2020,"Minor Crash","Bay of Plenty Region","04","Tauranga City","023",136
"614",2020,"Minor Crash","Bay of Plenty Region","04","Western Bay of Plenty District","022",83
"615",2020,"Minor Crash","Bay of Plenty Region","04","Whakatane District","025",73
"616",2020,"Minor Crash","Bay of Plenty Region","04","Ōpōtiki District","027",20
"617",2020,"Minor Crash","Canterbury Region","13","Ashburton District","063",52
"618",2020,"Minor Crash","Canterbury Region","13","Christchurch City","060",338
"619",2020,"Minor Crash","Canterbury Region","13","Hurunui District","058",33
"620",2020,"Minor Crash","Canterbury Region","13","Kaikoura District","054",19
"621",2020,"Minor Crash","Canterbury Region","13","Mackenzie District","065",18
"622",2020,"Minor Crash","Canterbury Region","13","Selwyn District","062",38
"623",2020,"Minor Crash","Canterbury Region","13","Timaru District","064",54
"624",2020,"Minor Crash","Canterbury Region","13","Waimakariri District","059",38
"625",2020,"Minor Crash","Canterbury Region","13","Waimate District","066",17
"626",2020,"Minor Crash","Canterbury Region","13","Waitaki District","068",6
"627",2020,"Minor Crash","Gisborne Region","05","Gisborne District","028",117
"628",2020,"Minor Crash","Hawke's Bay Region","06","Central Hawke's Bay District","032",21
"629",2020,"Minor Crash","Hawke's Bay Region","06","Hastings District","030",147
"630",2020,"Minor Crash","Hawke's Bay Region","06","Napier City","031",93
"631",2020,"Minor Crash","Hawke's Bay Region","06","Taupo District","021",1
"632",2020,"Minor Crash","Hawke's Bay Region","06","Wairoa District","029",37
"633",2020,"Minor Crash","Manawatū-Whanganui Region","08","Horowhenua District","042",59
"634",2020,"Minor Crash","Manawatū-Whanganui Region","08","Manawatu District","039",84
"635",2020,"Minor Crash","Manawatū-Whanganui Region","08","Palmerston North City","040",103
"636",2020,"Minor Crash","Manawatū-Whanganui Region","08","Rangitikei District","038",38
"637",2020,"Minor Crash","Manawatū-Whanganui Region","08","Ruapehu District","036",43
"638",2020,"Minor Crash","Manawatū-Whanganui Region","08","Tararua District","041",37
"639",2020,"Minor Crash","Manawatū-Whanganui Region","08","Whanganui District","037",81
"640",2020,"Minor Crash","Marlborough Region","18","Marlborough District","053",56
"641",2020,"Minor Crash","Nelson Region","17","Nelson City","052",63
"642",2020,"Minor Crash","Northland Region","01","Far North District","001",149
"643",2020,"Minor Crash","Northland Region","01","Kaipara District","003",63
"644",2020,"Minor Crash","Northland Region","01","Whangarei District","002",136
"645",2020,"Minor Crash","Otago Region","14","Central Otago District","069",27
"646",2020,"Minor Crash","Otago Region","14","Clutha District","072",65
"647",2020,"Minor Crash","Otago Region","14","Dunedin City","071",205
"648",2020,"Minor Crash","Otago Region","14","Queenstown-Lakes District","070",25
"649",2020,"Minor Crash","Otago Region","14","Waitaki District","068",37
"650",2020,"Minor Crash","Southland Region","15","Gore District","074",20
"651",2020,"Minor Crash","Southland Region","15","Invercargill City","075",93
"652",2020,"Minor Crash","Southland Region","15","Southland District","073",66
"653",2020,"Minor Crash","Taranaki Region","07","New Plymouth District","033",112
"654",2020,"Minor Crash","Taranaki Region","07","South Taranaki District","035",50
"655",2020,"Minor Crash","Taranaki Region","07","Stratford District","034",12
"656",2020,"Minor Crash","Tasman Region","16","Tasman District","051",84
"657",2020,"Minor Crash","Waikato Region","03","Hamilton City","016",191
"658",2020,"Minor Crash","Waikato Region","03","Hauraki District","012",45
"659",2020,"Minor Crash","Waikato Region","03","Matamata-Piako District","015",72
"660",2020,"Minor Crash","Waikato Region","03","Rotorua District","024",15
"661",2020,"Minor Crash","Waikato Region","03","South Waikato District","019",61
"662",2020,"Minor Crash","Waikato Region","03","Taupo District","021",92
"663",2020,"Minor Crash","Waikato Region","03","Thames-Coromandel District","011",39
"664",2020,"Minor Crash","Waikato Region","03","Waikato District","013",170
"665",2020,"Minor Crash","Waikato Region","03","Waipa District","017",74
"666",2020,"Minor Crash","Waikato Region","03","Waitomo District","020",29
"667",2020,"Minor Crash","Waikato Region","03","Ōtorohanga District","018",32
"668",2020,"Minor Crash","Wellington Region","09","Carterton District","049",13
"669",2020,"Minor Crash","Wellington Region","09","Kapiti Coast District","043",41
"670",2020,"Minor Crash","Wellington Region","09","Lower Hutt City","046",127
"671",2020,"Minor Crash","Wellington Region","09","Masterton District","048",37
"672",2020,"Minor Crash","Wellington Region","09","Porirua City","044",80
"673",2020,"Minor Crash","Wellington Region","09","South Wairarapa District","050",10
"674",2020,"Minor Crash","Wellington Region","09","Upper Hutt City","045",46
"675",2020,"Minor Crash","Wellington Region","09","Wellington City","047",181
"676",2020,"Minor Crash","West Coast Region","12","Buller District","055",27
"677",2020,"Minor Crash","West Coast Region","12","Grey District","056",20
"678",2020,"Minor Crash","West Coast Region","12","Westland District","057",9
"679",2020,"Non-Injury Crash","Area Outside Region","99","Chatham Islands Territory","067",4
"680",2020,"Non-Injury Crash","Auckland Region","02","Auckland","076",4669
"681",2020,"Non-Injury Crash","Bay of Plenty Region","04","Kawerau District","026",12
"682",2020,"Non-Injury Crash","Bay of Plenty Region","04","Rotorua District","024",233
"683",2020,"Non-Injury Crash","Bay of Plenty Region","04","Taupo District","021",5
"684",2020,"Non-Injury Crash","Bay of Plenty Region","04","Tauranga City","023",397
"685",2020,"Non-Injury Crash","Bay of Plenty Region","04","Western Bay of Plenty District","022",162
"686",2020,"Non-Injury Crash","Bay of Plenty Region","04","Whakatane District","025",137
"687",2020,"Non-Injury Crash","Bay of Plenty Region","04","Ōpōtiki District","027",26
"688",2020,"Non-Injury Crash","Canterbury Region","13","Ashburton District","063",70
"689",2020,"Non-Injury Crash","Canterbury Region","13","Christchurch City","060",831
"690",2020,"Non-Injury Crash","Canterbury Region","13","Hurunui District","058",59
"691",2020,"Non-Injury Crash","Canterbury Region","13","Kaikoura District","054",27
"692",2020,"Non-Injury Crash","Canterbury Region","13","Mackenzie District","065",31
"693",2020,"Non-Injury Crash","Canterbury Region","13","Selwyn District","062",97
"694",2020,"Non-Injury Crash","Canterbury Region","13","Timaru District","064",140
"695",2020,"Non-Injury Crash","Canterbury Region","13","Waimakariri District","059",85
"696",2020,"Non-Injury Crash","Canterbury Region","13","Waimate District","066",33
"697",2020,"Non-Injury Crash","Canterbury Region","13","Waitaki District","068",12
"698",2020,"Non-Injury Crash","Gisborne Region","05","Gisborne District","028",282
"699",2020,"Non-Injury Crash","Hawke's Bay Region","06","Central Hawke's Bay District","032",50
"700",2020,"Non-Injury Crash","Hawke's Bay Region","06","Hastings District","030",411
"701",2020,"Non-Injury Crash","Hawke's Bay Region","06","Napier City","031",283
"702",2020,"Non-Injury Crash","Hawke's Bay Region","06","Taupo District","021",8
"703",2020,"Non-Injury Crash","Hawke's Bay Region","06","Wairoa District","029",66
"704",2020,"Non-Injury Crash","Manawatū-Whanganui Region","08","Horowhenua District","042",171
"705",2020,"Non-Injury Crash","Manawatū-Whanganui Region","08","Manawatu District","039",147
"706",2020,"Non-Injury Crash","Manawatū-Whanganui Region","08","Palmerston North City","040",390
"707",2020,"Non-Injury Crash","Manawatū-Whanganui Region","08","Rangitikei District","038",103
"708",2020,"Non-Injury Crash","Manawatū-Whanganui Region","08","Ruapehu District","036",93
"709",2020,"Non-Injury Crash","Manawatū-Whanganui Region","08","Stratford District","034",2
"710",2020,"Non-Injury Crash","Manawatū-Whanganui Region","08","Tararua District","041",120
"711",2020,"Non-Injury Crash","Manawatū-Whanganui Region","08","Waitomo District","020",2
"712",2020,"Non-Injury Crash","Manawatū-Whanganui Region","08","Whanganui District","037",218
"713",2020,"Non-Injury Crash","Marlborough Region","18","Marlborough District","053",174
"714",2020,"Non-Injury Crash","Nelson Region","17","Nelson City","052",180
"715",2020,"Non-Injury Crash","Northland Region","01","Far North District","001",325
"716",2020,"Non-Injury Crash","Northland Region","01","Kaipara District","003",76
"717",2020,"Non-Injury Crash","Northland Region","01","Whangarei District","002",295
"718",2020,"Non-Injury Crash","Otago Region","14","Central Otago District","069",65
"719",2020,"Non-Injury Crash","Otago Region","14","Clutha District","072",110
"720",2020,"Non-Injury Crash","Otago Region","14","Dunedin City","071",536
"721",2020,"Non-Injury Crash","Otago Region","14","Queenstown-Lakes District","070",90
"722",2020,"Non-Injury Crash","Otago Region","14","Waitaki District","068",84
"723",2020,"Non-Injury Crash","Southland Region","15","Gore District","074",62
"724",2020,"Non-Injury Crash","Southland Region","15","Invercargill City","075",271
"725",2020,"Non-Injury Crash","Southland Region","15","Southland District","073",159
"726",2020,"Non-Injury Crash","Taranaki Region","07","New Plymouth District","033",330
"727",2020,"Non-Injury Crash","Taranaki Region","07","South Taranaki District","035",96
"728",2020,"Non-Injury Crash","Taranaki Region","07","Stratford District","034",34
"729",2020,"Non-Injury Crash","Tasman Region","16","Tasman District","051",153
"730",2020,"Non-Injury Crash","Waikato Region","03","Hamilton City","016",648
"731",2020,"Non-Injury Crash","Waikato Region","03","Hauraki District","012",118
"732",2020,"Non-Injury Crash","Waikato Region","03","Matamata-Piako District","015",168
"733",2020,"Non-Injury Crash","Waikato Region","03","Rotorua District","024",25
"734",2020,"Non-Injury Crash","Waikato Region","03","South Waikato District","019",177
"735",2020,"Non-Injury Crash","Waikato Region","03","Taupo District","021",182
"736",2020,"Non-Injury Crash","Waikato Region","03","Thames-Coromandel District","011",71
"737",2020,"Non-Injury Crash","Waikato Region","03","Waikato District","013",339
"738",2020,"Non-Injury Crash","Waikato Region","03","Waipa District","017",154
"739",2020,"Non-Injury Crash","Waikato Region","03","Waitomo District","020",93
"740",2020,"Non-Injury Crash","Waikato Region","03","Ōtorohanga District","018",57
"741",2020,"Non-Injury Crash","Wellington Region","09","Carterton District","049",28
"742",2020,"Non-Injury Crash","Wellington Region","09","Kapiti Coast District","043",114
"743",2020,"Non-Injury Crash","Wellington Region","09","Lower Hutt City","046",416
"744",2020,"Non-Injury Crash","Wellington Region","09","Masterton District","048",96
"745",2020,"Non-Injury Crash","Wellington Region","09","Porirua City","044",292
"746",2020,"Non-Injury Crash","Wellington Region","09","South Wairarapa District","050",36
"747",2020,"Non-Injury Crash","Wellington Region","09","Upper Hutt City","045",113
"748",2020,"Non-Injury Crash","Wellington Region","09","Wellington City","047",676
"749",2020,"Non-Injury Crash","West Coast Region","12","Buller District","055",57
"750",2020,"Non-Injury Crash","West Coast Region","12","Grey District","056",51
"751",2020,"Non-Injury Crash","West Coast Region","12","Westland District","057",25
"752",2020,"Serious Crash","Auckland Region","02","Auckland","076",314
"753",2020,"Serious Crash","Bay of Plenty Region","04","Kawerau District","026",1
"754",2020,"Serious Crash","Bay of Plenty Region","04","Rotorua District","024",19
"755",2020,"Serious Crash","Bay of Plenty Region","04","Taupo District","021",2
"756",2020,"Serious Crash","Bay of Plenty Region","04","Tauranga City","023",27
"757",2020,"Serious Crash","Bay of Plenty Region","04","Western Bay of Plenty District","022",14
"758",2020,"Serious Crash","Bay of Plenty Region","04","Whakatane District","025",23
"759",2020,"Serious Crash","Bay of Plenty Region","04","Ōpōtiki District","027",3
"760",2020,"Serious Crash","Canterbury Region","13","Ashburton District","063",14
"761",2020,"Serious Crash","Canterbury Region","13","Christchurch City","060",70
"762",2020,"Serious Crash","Canterbury Region","13","Hurunui District","058",13
"763",2020,"Serious Crash","Canterbury Region","13","Kaikoura District","054",2
"764",2020,"Serious Crash","Canterbury Region","13","Mackenzie District","065",6
"765",2020,"Serious Crash","Canterbury Region","13","Selwyn District","062",13
"766",2020,"Serious Crash","Canterbury Region","13","Timaru District","064",7
"767",2020,"Serious Crash","Canterbury Region","13","Waimakariri District","059",11
"768",2020,"Serious Crash","Canterbury Region","13","Waimate District","066",2
"769",2020,"Serious Crash","Canterbury Region","13","Waitaki District","068",2
"770",2020,"Serious Crash","Gisborne Region","05","Gisborne District","028",32
"771",2020,"Serious Crash","Hawke's Bay Region","06","Central Hawke's Bay District","032",4
"772",2020,"Serious Crash","Hawke's Bay Region","06","Hastings District","030",42
"773",2020,"Serious Crash","Hawke's Bay Region","06","Napier City","031",14
"774",2020,"Serious Crash","Hawke's Bay Region","06","Taupo District","021",1
"775",2020,"Serious Crash","Hawke's Bay Region","06","Wairoa District","029",10
"776",2020,"Serious Crash","Manawatū-Whanganui Region","08","Horowhenua District","042",18
"777",2020,"Serious Crash","Manawatū-Whanganui Region","08","Manawatu District","039",20
"778",2020,"Serious Crash","Manawatū-Whanganui Region","08","Palmerston North City","040",20
"779",2020,"Serious Crash","Manawatū-Whanganui Region","08","Rangitikei District","038",13
"780",2020,"Serious Crash","Manawatū-Whanganui Region","08","Ruapehu District","036",11
"781",2020,"Serious Crash","Manawatū-Whanganui Region","08","Tararua District","041",14
"782",2020,"Serious Crash","Manawatū-Whanganui Region","08","Waitomo District","020",1
"783",2020,"Serious Crash","Manawatū-Whanganui Region","08","Whanganui District","037",24
"784",2020,"Serious Crash","Marlborough Region","18","Marlborough District","053",18
"785",2020,"Serious Crash","Nelson Region","17","Nelson City","052",15
"786",2020,"Serious Crash","Northland Region","01","Far North District","001",40
"787",2020,"Serious Crash","Northland Region","01","Kaipara District","003",22
"788",2020,"Serious Crash","Northland Region","01","Whangarei District","002",29
"789",2020,"Serious Crash","Otago Region","14","Central Otago District","069",10
"790",2020,"Serious Crash","Otago Region","14","Clutha District","072",11
"791",2020,"Serious Crash","Otago Region","14","Dunedin City","071",26
"792",2020,"Serious Crash","Otago Region","14","Queenstown-Lakes District","070",5
"793",2020,"Serious Crash","Otago Region","14","Waitaki District","068",10
"794",2020,"Serious Crash","Southland Region","15","Gore District","074",7
"795",2020,"Serious Crash","Southland Region","15","Invercargill City","075",14
"796",2020,"Serious Crash","Southland Region","15","Southland District","073",24
"797",2020,"Serious Crash","Taranaki Region","07","New Plymouth District","033",36
"798",2020,"Serious Crash","Taranaki Region","07","South Taranaki District","035",18
"799",2020,"Serious Crash","Taranaki Region","07","Stratford District","034",5
"800",2020,"Serious Crash","Tasman Region","16","Tasman District","051",17
"801",2020,"Serious Crash","Waikato Region","03","Hamilton City","016",29
"802",2020,"Serious Crash","Waikato Region","03","Hauraki District","012",11
"803",2020,"Serious Crash","Waikato Region","03","Matamata-Piako District","015",23
"804",2020,"Serious Crash","Waikato Region","03","Rotorua District","024",5
"805",2020,"Serious Crash","Waikato Region","03","South Waikato District","019",19
"806",2020,"Serious Crash","Waikato Region","03","Taupo District","021",25
"807",2020,"Serious Crash","Waikato Region","03","Thames-Coromandel District","011",15
"808",2020,"Serious Crash","Waikato Region","03","Waikato District","013",53
"809",2020,"Serious Crash","Waikato Region","03","Waipa District","017",24
"810",2020,"Serious Crash","Waikato Region","03","Waitomo District","020",12
"811",2020,"Serious Crash","Waikato Region","03","Ōtorohanga District","018",5
"812",2020,"Serious Crash","Wellington Region","09","Carterton District","049",4
"813",2020,"Serious Crash","Wellington Region","09","Kapiti Coast District","043",9
"814",2020,"Serious Crash","Wellington Region","09","Lower Hutt City","046",19
"815",2020,"Serious Crash","Wellington Region","09","Masterton District","048",10
"816",2020,"Serious Crash","Wellington Region","09","Porirua City","044",14
"817",2020,"Serious Crash","Wellington Region","09","South Wairarapa District","050",4
"818",2020,"Serious Crash","Wellington Region","09","Upper Hutt City","045",10
"819",2020,"Serious Crash","Wellington Region","09","Wellington City","047",39
"820",2020,"Serious Crash","West Coast Region","12","Buller District","055",8
"821",2020,"Serious Crash","West Coast Region","12","Grey District","056",6
"822",2020,"Serious Crash","West Coast Region","12","Westland District","057",5
"823",2021,"Fatal Crash","Auckland Region","02","Auckland","076",37
"824",2021,"Fatal Crash","Bay of Plenty Region","04","Rotorua District","024",2
"825",2021,"Fatal Crash","Bay of Plenty Region","04","Tauranga City","023",3
"826",2021,"Fatal Crash","Bay of Plenty Region","04","Western Bay of Plenty District","022",7
"827",2021,"Fatal Crash","Bay of Plenty Region","04","Whakatane District","025",2
"828",2021,"Fatal Crash","Bay of Plenty Region","04","Ōpōtiki District","027",5
"829",2021,"Fatal Crash","Canterbury Region","13","Ashburton District","063",5
"830",2021,"Fatal Crash","Canterbury Region","13","Christchurch City","060",7
"831",2021,"Fatal Crash","Canterbury Region","13","Hurunui District","058",4
"832",2021,"Fatal Crash","Canterbury Region","13","Selwyn District","062",3
"833",2021,"Fatal Crash","Canterbury Region","13","Timaru District","064",2
"834",2021,"Fatal Crash","Canterbury Region","13","Waimakariri District","059",2
"835",2021,"Fatal Crash","Gisborne Region","05","Gisborne District","028",5
"836",2021,"Fatal Crash","Hawke's Bay Region","06","Central Hawke's Bay District","032",2
"837",2021,"Fatal Crash","Hawke's Bay Region","06","Hastings District","030",2
"838",2021,"Fatal Crash","Hawke's Bay Region","06","Napier City","031",1
"839",2021,"Fatal Crash","Hawke's Bay Region","06","Wairoa District","029",1
"840",2021,"Fatal Crash","Manawatū-Whanganui Region","08","Horowhenua District","042",7
"841",2021,"Fatal Crash","Manawatū-Whanganui Region","08","Manawatu District","039",3
"842",2021,"Fatal Crash","Manawatū-Whanganui Region","08","Rangitikei District","038",1
"843",2021,"Fatal Crash","Manawatū-Whanganui Region","08","Ruapehu District","036",5
"844",2021,"Fatal Crash","Manawatū-Whanganui Region","08","Tararua District","041",2
"845",2021,"Fatal Crash","Manawatū-Whanganui Region","08","Whanganui District","037",3
"846",2021,"Fatal Crash","Marlborough Region","18","Marlborough District","053",1
"847",2021,"Fatal Crash","Northland Region","01","Far North District","001",8
"848",2021,"Fatal Crash","Northland Region","01","Kaipara District","003",9
"849",2021,"Fatal Crash","Northland Region","01","Whangarei District","002",3
"850",2021,"Fatal Crash","Otago Region","14","Clutha District","072",3
"851",2021,"Fatal Crash","Otago Region","14","Dunedin City","071",2
"852",2021,"Fatal Crash","Otago Region","14","Queenstown-Lakes District","070",1
"853",2021,"Fatal Crash","Otago Region","14","Waitaki District","068",2
"854",2021,"Fatal Crash","Southland Region","15","Invercargill City","075",1
"855",2021,"Fatal Crash","Southland Region","15","Southland District","073",5
"856",2021,"Fatal Crash","Taranaki Region","07","New Plymouth District","033",1
"857",2021,"Fatal Crash","Taranaki Region","07","Stratford District","034",1
"858",2021,"Fatal Crash","Waikato Region","03","Hamilton City","016",3
"859",2021,"Fatal Crash","Waikato Region","03","Hauraki District","012",4
"860",2021,"Fatal Crash","Waikato Region","03","Matamata-Piako District","015",4
"861",2021,"Fatal Crash","Waikato Region","03","Rotorua District","024",3
"862",2021,"Fatal Crash","Waikato Region","03","South Waikato District","019",3
"863",2021,"Fatal Crash","Waikato Region","03","Taupo District","021",3
"864",2021,"Fatal Crash","Waikato Region","03","Waikato District","013",10
"865",2021,"Fatal Crash","Waikato Region","03","Waipa District","017",6
"866",2021,"Fatal Crash","Waikato Region","03","Waitomo District","020",3
"867",2021,"Fatal Crash","Waikato Region","03","Ōtorohanga District","018",1
"868",2021,"Fatal Crash","Wellington Region","09","Kapiti Coast District","043",2
"869",2021,"Fatal Crash","Wellington Region","09","Lower Hutt City","046",1
"870",2021,"Fatal Crash","Wellington Region","09","Porirua City","044",4
"871",2021,"Fatal Crash","Wellington Region","09","Upper Hutt City","045",1
"872",2021,"Fatal Crash","Wellington Region","09","Wellington City","047",6
"873",2021,"Fatal Crash","West Coast Region","12","Buller District","055",1
"874",2021,"Minor Crash","Area Outside Region","99","Chatham Islands Territory","067",1
"875",2021,"Minor Crash","Auckland Region","02","Auckland","076",1622
"876",2021,"Minor Crash","Bay of Plenty Region","04","Kawerau District","026",4
"877",2021,"Minor Crash","Bay of Plenty Region","04","Rotorua District","024",91
"878",2021,"Minor Crash","Bay of Plenty Region","04","Taupo District","021",4
"879",2021,"Minor Crash","Bay of Plenty Region","04","Tauranga City","023",128
"880",2021,"Minor Crash","Bay of Plenty Region","04","Western Bay of Plenty District","022",94
"881",2021,"Minor Crash","Bay of Plenty Region","04","Whakatane District","025",77
"882",2021,"Minor Crash","Bay of Plenty Region","04","Ōpōtiki District","027",17
"883",2021,"Minor Crash","Canterbury Region","13","Ashburton District","063",47
"884",2021,"Minor Crash","Canterbury Region","13","Christchurch City","060",333
"885",2021,"Minor Crash","Canterbury Region","13","Hurunui District","058",31
"886",2021,"Minor Crash","Canterbury Region","13","Kaikoura District","054",16
"887",2021,"Minor Crash","Canterbury Region","13","Mackenzie District","065",9
"888",2021,"Minor Crash","Canterbury Region","13","Selwyn District","062",34
"889",2021,"Minor Crash","Canterbury Region","13","Timaru District","064",57
"890",2021,"Minor Crash","Canterbury Region","13","Waimakariri District","059",45
"891",2021,"Minor Crash","Canterbury Region","13","Waimate District","066",21
"892",2021,"Minor Crash","Canterbury Region","13","Waitaki District","068",3
"893",2021,"Minor Crash","Gisborne Region","05","Gisborne District","028",100
"894",2021,"Minor Crash","Hawke's Bay Region","06","Central Hawke's Bay District","032",34
"895",2021,"Minor Crash","Hawke's Bay Region","06","Hastings District","030",145
"896",2021,"Minor Crash","Hawke's Bay Region","06","Napier City","031",91
"897",2021,"Minor Crash","Hawke's Bay Region","06","Taupo District","021",1
"898",2021,"Minor Crash","Hawke's Bay Region","06","Wairoa District","029",31
"899",2021,"Minor Crash","Manawatū-Whanganui Region","08","Horowhenua District","042",55
"900",2021,"Minor Crash","Manawatū-Whanganui Region","08","Manawatu District","039",78
"901",2021,"Minor Crash","Manawatū-Whanganui Region","08","Palmerston North City","040",133
"902",2021,"Minor Crash","Manawatū-Whanganui Region","08","Rangitikei District","038",48
"903",2021,"Minor Crash","Manawatū-Whanganui Region","08","Ruapehu District","036",45
"904",2021,"Minor Crash","Manawatū-Whanganui Region","08","Tararua District","041",61
"905",2021,"Minor Crash","Manawatū-Whanganui Region","08","Waitomo District","020",1
"906",2021,"Minor Crash","Manawatū-Whanganui Region","08","Whanganui District","037",99
"907",2021,"Minor Crash","Marlborough Region","18","Marlborough District","053",63
"908",2021,"Minor Crash","Nelson Region","17","Nelson City","052",78
"909",2021,"Minor Crash","Northland Region","01","Far North District","001",142
"910",2021,"Minor Crash","Northland Region","01","Kaipara District","003",39
"911",2021,"Minor Crash","Northland Region","01","Whangarei District","002",132
"912",2021,"Minor Crash","Otago Region","14","Central Otago District","069",19
"913",2021,"Minor Crash","Otago Region","14","Clutha District","072",53
"914",2021,"Minor Crash","Otago Region","14","Dunedin City","071",184
"915",2021,"Minor Crash","Otago Region","14","Queenstown-Lakes District","070",30
"916",2021,"Minor Crash","Otago Region","14","Waitaki District","068",43
"917",2021,"Minor Crash","Southland Region","15","Gore District","074",27
"918",2021,"Minor Crash","Southland Region","15","Invercargill City","075",112
"919",2021,"Minor Crash","Southland Region","15","Southland District","073",59
"920",2021,"Minor Crash","Taranaki Region","07","New Plymouth District","033",128
"921",2021,"Minor Crash","Taranaki Region","07","South Taranaki District","035",52
"922",2021,"Minor Crash","Taranaki Region","07","Stratford District","034",19
"923",2021,"Minor Crash","Tasman Region","16","Tasman District","051",76
"924",2021,"Minor Crash","Waikato Region","03","Hamilton City","016",223
"925",2021,"Minor Crash","Waikato Region","03","Hauraki District","012",47
"926",2021,"Minor Crash","Waikato Region","03","Matamata-Piako District","015",70
"927",2021,"Minor Crash","Waikato Region","03","Rotorua District","024",9
"928",2021,"Minor Crash","Waikato Region","03","South Waikato District","019",65
"929",2021,"Minor Crash","Waikato Region","03","Taupo District","021",81
"930",2021,"Minor Crash","Waikato Region","03","Thames-Coromandel District","011",45
"931",2021,"Minor Crash","Waikato Region","03","Waikato District","013",147
"932",2021,"Minor Crash","Waikato Region","03","Waipa District","017",76
"933",2021,"Minor Crash","Waikato Region","03","Waitomo District","020",32
"934",2021,"Minor Crash","Waikato Region","03","Ōtorohanga District","018",17
"935",2021,"Minor Crash","Wellington Region","09","Carterton District","049",11
"936",2021,"Minor Crash","Wellington Region","09","Kapiti Coast District","043",47
"937",2021,"Minor Crash","Wellington Region","09","Lower Hutt City","046",121
"938",2021,"Minor Crash","Wellington Region","09","Masterton District","048",51
"939",2021,"Minor Crash","Wellington Region","09","Porirua City","044",72
"940",2021,"Minor Crash","Wellington Region","09","South Wairarapa District","050",13
"941",2021,"Minor Crash","Wellington Region","09","Upper Hutt City","045",40
"942",2021,"Minor Crash","Wellington Region","09","Wellington City","047",222
"943",2021,"Minor Crash","West Coast Region","12","Buller District","055",25
"944",2021,"Minor Crash","West Coast Region","12","Grey District","056",26
"945",2021,"Minor Crash","West Coast Region","12","Westland District","057",16
"946",2021,"Non-Injury Crash","Area Outside Region","99","Chatham Islands Territory","067",1
"947",2021,"Non-Injury Crash","Auckland Region","02","Auckland","076",4817
"948",2021,"Non-Injury Crash","Bay of Plenty Region","04","Kawerau District","026",14
"949",2021,"Non-Injury Crash","Bay of Plenty Region","04","Rotorua District","024",242
"950",2021,"Non-Injury Crash","Bay of Plenty Region","04","Taupo District","021",4
"951",2021,"Non-Injury Crash","Bay of Plenty Region","04","Tauranga City","023",424
"952",2021,"Non-Injury Crash","Bay of Plenty Region","04","Western Bay of Plenty District","022",169
"953",2021,"Non-Injury Crash","Bay of Plenty Region","04","Whakatane District","025",151
"954",2021,"Non-Injury Crash","Bay of Plenty Region","04","Ōpōtiki District","027",33
"955",2021,"Non-Injury Crash","Canterbury Region","13","Ashburton District","063",62
"956",2021,"Non-Injury Crash","Canterbury Region","13","Christchurch City","060",882
"957",2021,"Non-Injury Crash","Canterbury Region","13","Hurunui District","058",71
"958",2021,"Non-Injury Crash","Canterbury Region","13","Kaikoura District","054",30
"959",2021,"Non-Injury Crash","Canterbury Region","13","Mackenzie District","065",22
"960",2021,"Non-Injury Crash","Canterbury Region","13","Selwyn District","062",77
"961",2021,"Non-Injury Crash","Canterbury Region","13","Timaru District","064",158
"962",2021,"Non-Injury Crash","Canterbury Region","13","Waimakariri District","059",78
"963",2021,"Non-Injury Crash","Canterbury Region","13","Waimate District","066",33
"964",2021,"Non-Injury Crash","Canterbury Region","13","Waitaki District","068",18
"965",2021,"Non-Injury Crash","Gisborne Region","05","Gisborne District","028",261
"966",2021,"Non-Injury Crash","Hawke's Bay Region","06","Central Hawke's Bay District","032",58
"967",2021,"Non-Injury Crash","Hawke's Bay Region","06","Hastings District","030",470
"968",2021,"Non-Injury Crash","Hawke's Bay Region","06","Napier City","031",295
"969",2021,"Non-Injury Crash","Hawke's Bay Region","06","Rangitikei District","038",1
"970",2021,"Non-Injury Crash","Hawke's Bay Region","06","Taupo District","021",8
"971",2021,"Non-Injury Crash","Hawke's Bay Region","06","Wairoa District","029",44
"972",2021,"Non-Injury Crash","Manawatū-Whanganui Region","08","Horowhenua District","042",166
"973",2021,"Non-Injury Crash","Manawatū-Whanganui Region","08","Manawatu District","039",172
"974",2021,"Non-Injury Crash","Manawatū-Whanganui Region","08","Palmerston North City","040",443
"975",2021,"Non-Injury Crash","Manawatū-Whanganui Region","08","Rangitikei District","038",96
"976",2021,"Non-Injury Crash","Manawatū-Whanganui Region","08","Ruapehu District","036",102
"977",2021,"Non-Injury Crash","Manawatū-Whanganui Region","08","Tararua District","041",131
"978",2021,"Non-Injury Crash","Manawatū-Whanganui Region","08","Waitomo District","020",2
"979",2021,"Non-Injury Crash","Manawatū-Whanganui Region","08","Whanganui District","037",220
"980",2021,"Non-Injury Crash","Marlborough Region","18","Marlborough District","053",176
"981",2021,"Non-Injury Crash","Nelson Region","17","Nelson City","052",155
"982",2021,"Non-Injury Crash","Northland Region","01","Far North District","001",325
